solver,timeout_seconds,year,category,instance_name,cost
spb,60,2021,ms,meltdown_min.wcnf,inf
spb,60,2021,wms,BrazilInstance1.xml.wcnf,82.0
spb,60,2021,wms,BrazilInstance2.xml.wcnf,132.0
spb,60,2021,wms,BrazilInstance4.xml.wcnf,inf
spb,60,2021,wms,BrazilInstance5.xml.wcnf,343.0
spb,60,2021,wms,BrazilInstance6.xml.wcnf,477.0
spb,60,2021,wms,BrazilInstance7.xml.wcnf,762.0
spb,60,2021,wms,FinlandSecondarySchool.xml.wcnf,inf
spb,60,2021,wms,ItalyInstance1.xml.wcnf,32.0
spb,60,2021,wms,ItalyInstance4.xml.wcnf,833.0
spb,60,2021,wms,MANN_a45.clq.wcnf,2057.0
spb,60,2021,wms,brock200_3.clq.wcnf,1102.0
spb,60,2021,wms,brock400_2.clq.wcnf,1355.0
spb,60,2021,wms,p_hat300-3.clq.wcnf,1439.0
spb,60,2021,wms,MultiDay_2_weighted.wcnf,460615.0
spb,60,2021,wms,MultiDay_3_weighted.wcnf,1054517.0
spb,60,2021,wms,MultiDay_4_weighted.wcnf,2020795.0
spb,60,2021,wms,SingleDay_15_weighted.wcnf,3639163.0
spb,60,2021,wms,Subnetwork_9_weighted.wcnf,82833.0
spb,60,2021,wms,Rounded_CorrelationClustering_Protein1_UNARY_N190.wcnf,9512426.0
spb,60,2021,wms,Rounded_CorrelationClustering_Protein2_UNARY_N260.wcnf,18778284.0
spb,60,2021,wms,SingleDay_37_weighted.wcnf,44231561.0
spb,60,2021,wms,Rounded_CorrelationClustering_Protein3_BINARY_N400.wcnf,50033112.0
spb,60,2021,wms,Rounded_CorrelationClustering_Protein3_UNARY_N260.wcnf,19523921.0
spb,60,2021,wms,Rounded_CorrelationClustering_Protein4_UNARY_N190.wcnf,3618287.0
spb,60,2021,wms,bf2030fvslack.wcnf,inf
spb,60,2021,wms,wg2.wcnf,147.0
spb,60,2021,wms,r11.wcnf,inf
spb,60,2021,wms,bn-human-BNU_1_0025865_session_1-bg.wcnf,inf
spb,60,2021,wms,channel-500x100x100-b050.wcnf,inf
spb,60,2021,wms,delaunay_n24.wcnf,inf
spb,60,2021,wms,hugebubbles-00020.wcnf,inf
spb,60,2021,wms,inf-road-usa.wcnf,inf
spb,60,2021,wms,sc-rel9.wcnf,inf
spb,60,2021,wms,web-wikipedia2009.wcnf,27623384.0
spb,60,2021,wms,bnn_mnist_30_label3_adversarial_norm_inf_totalizer.wcnf,inf
spb,60,2021,wms,bnn_mnist_back_image_40_label3_adversarial_norm_inf_totalizer.wcnf,inf
spb,60,2021,wms,bnn_mnist_back_image_35_label9_adversarial_norm_inf_totalizer.wcnf,inf
spb,60,2021,wms,bnn_mnist_back_image_5_label2_adversarial_norm_inf_totalizer.wcnf,inf
spb,60,2021,wms,bnn_mnist_rot_1_label0_adversarial_norm_inf_totalizer.wcnf,inf
spb,60,2021,wms,credit_train_1_DNF_2_5.wcnf,23978.0
spb,60,2021,wms,twitter_train_1_CNF_4_20.wcnf,31416.0
spb,60,2021,wms,toms_test_3_DNF_4_20.wcnf,162.0
spb,60,2021,wms,toms_train_9_CNF_5_5.wcnf,2388.0
spb,60,2021,wms,wdbc_train_9_DNF_5_10.wcnf,22.0
spb,60,2021,wms,formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_3.wcnf,105.0
spb,60,2021,wms,formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6.wcnf,781.0
spb,60,2021,wms,formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2.wcnf,410.0
spb,60,2021,wms,formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4.wcnf,531.0
spb,60,2021,wms,formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,463.0
spb,60,2021,wms,formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,214.0
spb,60,2021,wms,formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6.wcnf,240.0
spb,60,2021,wms,formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6.wcnf,229.0
spb,60,2021,wms,formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_6.wcnf,941.0
spb,60,2021,wms,formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_3.wcnf,332.0
spb,60,2021,wms,formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5.wcnf,244.0
spb,60,2021,wms,formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_2.wcnf,110.0
spb,60,2021,wms,formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5.wcnf,724.0
spb,60,2021,wms,formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4.wcnf,523.0
spb,60,2021,wms,instance10.wcnf,5679.0
spb,60,2021,wms,instance11.wcnf,3641.0
spb,60,2021,wms,instance12.wcnf,5675.0
spb,60,2021,wms,instance3.wcnf,1031.0
spb,60,2021,wms,instance4.wcnf,1732.0
spb,60,2021,wms,instance5.wcnf,1308.0
spb,60,2021,wms,instance6.wcnf,2191.0
spb,60,2021,wms,instance7.wcnf,1290.0
spb,60,2021,wms,instance8.wcnf,3766.0
spb,60,2021,wms,instance9.wcnf,1634.0
spb,60,2021,wms,lisbon-wedding-1-17.wcnf,inf
spb,60,2021,wms,lisbon-wedding-1-19.wcnf,inf
spb,60,2021,wms,lisbon-wedding-10-19.wcnf,439.0
spb,60,2021,wms,lisbon-wedding-7-18.wcnf,471.0
spb,60,2021,wms,lisbon-wedding-7-19.wcnf,538.0
spb,60,2021,wms,lisbon-wedding-9-17.wcnf,459.0
spb,60,2021,wms,rail2536.wcnf,766.0
spb,60,2021,wms,rail4284.wcnf,1230.0
spb,60,2021,wms,ram_k3_n13.ra1.wcnf,1417.0
spb,60,2021,wms,rail4872.wcnf,inf
spb,60,2021,wms,ram_k3_n15.ra1.wcnf,4884.0
spb,60,2021,wms,ram_k3_n16.ra1.wcnf,7271.0
spb,60,2021,wms,ram_k3_n18.ra1.wcnf,15621.0
spb,60,2021,wms,ram_k3_n19.ra1.wcnf,20717.0
spb,60,2021,wms,ram_k3_n20.ra1.wcnf,23898.0
spb,60,2021,wms,ram_k4_n19.ra1.wcnf,1280.0
spb,60,2021,wms,ram_k4_n20.ra1.wcnf,3564.0
spb,60,2021,wms,random-net-50-5_network-4.net.wcnf,43082.0
spb,60,2021,wms,role_domino_0.05_17.wcnf,24692.0
spb,60,2021,wms,role_domino_0.3_1.wcnf,100020.0
spb,60,2021,wms,role_domino_0.55_9.wcnf,162693.0
spb,60,2021,wms,role_domino_0.5_0.wcnf,156958.0
spb,60,2021,wms,role_domino_0.7_0.wcnf,180741.0
spb,60,2021,wms,role_domino_0.8_6.wcnf,181402.0
spb,60,2021,wms,role_domino_0.95_12.wcnf,207477.0
spb,60,2021,wms,role_domino_0.9_18.wcnf,199768.0
spb,60,2021,wms,role_domino_0.3_12.wcnf,99893.0
spb,60,2021,wms,role_domino_0.5_18.wcnf,157460.0
spb,60,2021,wms,role_university_0.6_3.wcnf,209563.0
spb,60,2021,wms,role_domino_multiple_0.2_0.wcnf,70381.0
spb,60,2021,wms,role_domino_multiple_0.5_7.wcnf,136362.0
spb,60,2021,wms,role_domino_multiple_1.0_1.wcnf,209856.0
spb,60,2021,wms,role_university_multiple_0.2_0.wcnf,97062.0
spb,60,2021,wms,role_university_multiple_0.2_8.wcnf,98876.0
spb,60,2021,wms,simNo_1-s_15-m_100-n_500-fp_0.01-fn_0.20.wcnf,945535679437040.0
spb,60,2021,wms,simNo_10-s_5-m_100-n_100-fp_0.01-fn_0.20.wcnf,249366204988660.0
spb,60,2021,wms,simNo_10-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,1079985885554010.0
spb,60,2021,wms,simNo_4-s_5-m_100-n_500-fp_0.0001-fn_0.05.wcnf,387108210750770.0
spb,60,2021,wms,simNo_2-s_5-m_300-n_300-fp_0.01-fn_0.20.wcnf,inf
spb,60,2021,wms,simNo_4-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,823578755836416.0
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_100.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_150.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_200.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_66.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_68.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_70.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_72.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_74.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_76.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_78.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_80.wcnf,inf
spb,60,2021,wms,SwitchingActivityMaximization_OpenRISC1200_90.wcnf,inf
spb,60,2021,wms,MinWidthCB_mitdbsample_300_64_1k_15s_2t_17.wcnf,62055.0
spb,60,2021,wms,af-synthesis_stb_50_120_2.wcnf,111.0
spb,60,2021,wms,af-synthesis_stb_50_120_5.wcnf,119.0
spb,60,2021,wms,af-synthesis_stb_50_140_8.wcnf,114.0
spb,60,2021,wms,af-synthesis_stb_50_160_5.wcnf,116.0
spb,60,2021,wms,af-synthesis_stb_50_200_5.wcnf,107.0
spb,60,2021,wms,af-synthesis_stb_50_20_4.wcnf,118.0
spb,60,2021,wms,af-synthesis_stb_50_40_6.wcnf,117.0
spb,60,2021,wms,af-synthesis_stb_50_40_8.wcnf,117.0
spb,60,2021,wms,af-synthesis_stb_50_80_8.wcnf,118.0
spb,60,2021,wms,downcast-avrora.wcnf,46722.0
spb,60,2021,wms,downcast-hsqldb.wcnf,inf
spb,60,2021,wms,downcast-pmd.wcnf,4279.0
spb,60,2021,wms,polysite-bloat.wcnf,inf
spb,60,2021,wms,polysite-pmd.wcnf,188568.0
spb,60,2021,wms,polysite-hsqldb.wcnf,inf
spb,60,2021,wms,metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted.wcnf,193.0
spb,60,2021,wms,polysite-xalan.wcnf,inf
spb,60,2021,wms,pa-2.wcnf,inf
spb,60,2021,wms,scpnrf4_weighted.wcnf,14.0
spb,60,2021,wms,pa-3.wcnf,inf
spb,60,2022,ms,GenHyperTW_aim-50-1_6-no-3.wcnf,10.0
spb,60,2022,ms,GenHyperTW_aim-50-1_6-yes1-3.wcnf,10.0
spb,60,2022,ms,DBLP.wcnf,54485.0
spb,60,2022,ms,GenHyperTW_aim-50-3_4-yes1-3.wcnf,14.0
spb,60,2022,ms,AMAZON.wcnf,50702.0
spb,60,2022,ms,GenHyperTW_b01.wcnf,5.0
spb,60,2022,ms,GenHyperTW_flat30-50.wcnf,21.0
spb,60,2022,ms,GenHyperTW_flat30-99.wcnf,23.0
spb,60,2022,ms,GenHyperTW_hole6.wcnf,7.0
spb,60,2022,ms,GenHyperTW_hole8.wcnf,10.0
spb,60,2022,ms,GenHyperTW_par8-4-c.wcnf,8.0
spb,60,2022,ms,GenHyperTW_hole9.wcnf,11.0
spb,60,2022,ms,GenHyperTW_par8-5-c.wcnf,9.0
spb,60,2022,ms,GenHyperTW_s208.wcnf,9.0
spb,60,2022,ms,GenHyperTW_uf20-050.wcnf,6.0
spb,60,2022,ms,GreeceWesternGreeceUniversityInstance4.xml.wcnf,97.0
spb,60,2022,ms,MLI.ionosphere_train_1_DNF_4_1.wcnf,23.0
spb,60,2022,ms,MinFill_R0_mulsol.i.5.wcnf,419.0
spb,60,2022,ms,MLI.twitter_train_1_CNF_4_1.wcnf,1741.0
spb,60,2022,ms,MinFill_R0_myciel5.wcnf,197.0
spb,60,2022,ms,MinFill_R0_myciel7.wcnf,4754.0
spb,60,2022,ms,MinFill_R0_queen11_11.wcnf,4490.0
spb,60,2022,ms,MinFill_R0_queen6_6.wcnf,232.0
spb,60,2022,ms,MinFill_R0_queen7_7.wcnf,509.0
spb,60,2022,ms,MinFill_R3_miles750.wcnf,1428.0
spb,60,2022,ms,MinFill_R4_miles500.wcnf,1128.0
spb,60,2022,ms,Q12_OPTIONS_1.wcnf,inf
spb,60,2022,ms,Q6_YESNO_1.wcnf,inf
spb,60,2022,ms,TWComp_myciel5_N47.wcnf,19.0
spb,60,2022,ms,TWComp_queen5_5_N25.wcnf,18.0
spb,60,2022,ms,YOUTUBE.wcnf,93151.0
spb,60,2022,ms,ann.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,120.0
spb,60,2022,ms,aus.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,73.0
spb,60,2022,ms,bip.maxcut-140-630-0.7-13.wcnf,169.0
spb,60,2022,ms,bip.maxcut-140-630-0.7-37.wcnf,170.0
spb,60,2022,ms,bip.maxcut-140-630-0.7-42.wcnf,161.0
spb,60,2022,ms,australian.wcnf,747.0
spb,60,2022,ms,bip.maxcut-140-630-0.7-44.wcnf,163.0
spb,60,2022,ms,bip.maxcut-140-630-0.8-24.wcnf,165.0
spb,60,2022,ms,bre-res-str.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,59.0
spb,60,2022,ms,bupa.wcnf,330.0
spb,60,2022,ms,car.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,193.0
spb,60,2022,ms,car.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,322.0
spb,60,2022,ms,cleveland.wcnf,517.0
spb,60,2022,ms,cellda_y_10.wcnf,inf
spb,60,2022,ms,cellda_x_10.wcnf,inf
spb,60,2022,ms,cnf_10.wcnf,106.0
spb,60,2022,ms,cnf_12.wcnf,130.0
spb,60,2022,ms,cellda_x_12.wcnf,inf
spb,60,2022,ms,cnf_small.wcnf,56.0
spb,60,2022,ms,colic.wcnf,238.0
spb,60,2022,ms,cra-scp.scpclr13_maxsat.wcnf,23.0
spb,60,2022,ms,cra-scp.scpcyc10_maxsat.wcnf,1836.0
spb,60,2022,ms,data.135.wcnf,104.0
spb,60,2022,ms,d4.wcnf,4947.0
spb,60,2022,ms,data.243.wcnf,198.0
spb,60,2022,ms,data.405.wcnf,336.0
spb,60,2022,ms,data.729.wcnf,638.0
spb,60,2022,ms,dim.MANN_a9.clq.wcnf,422.0
spb,60,2022,ms,dim.brock400_3.clq.wcnf,238.0
spb,60,2022,ms,dim.brock400_4.clq.wcnf,249.0
spb,60,2022,ms,dim.hamming10-4.clq.wcnf,319.0
spb,60,2022,ms,dim.hamming8-2.clq.wcnf,441.0
spb,60,2022,ms,ecoli.wcnf,574.0
spb,60,2022,ms,extension-enforcement_non-strict_stb_150_0.1_2_8_2.wcnf,8.0
spb,60,2022,ms,extension-enforcement_non-strict_stb_200_0.05_1_10_0.wcnf,8.0
spb,60,2022,ms,extension-enforcement_non-strict_stb_200_0.05_1_10_1.wcnf,11.0
spb,60,2022,ms,extension-enforcement_non-strict_stb_200_0.05_4_10_4.wcnf,9.0
spb,60,2022,ms,extension-enforcement_non-strict_stb_200_0.05_3_10_0.wcnf,9.0
spb,60,2022,ms,extension-enforcement_non-strict_stb_200_0.1_2_10_1.wcnf,9.0
spb,60,2022,ms,gen_add_4_carry_33.wcnf,188.0
spb,60,2022,ms,gen_mult_4_5_9999.wcnf,195.0
spb,60,2022,ms,gen_mult_4_6_991.wcnf,134.0
spb,60,2022,ms,gen_mult_4_7_991.wcnf,141.0
spb,60,2022,ms,gen_mult_5_5_399.wcnf,2295.0
spb,60,2022,ms,gen_mult_5_5_991.wcnf,230.0
spb,60,2022,ms,hea.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,52.0
spb,60,2022,ms,lam.20-100-frag12-0.wcnf,45.0
spb,60,2022,ms,hyp.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,102.0
spb,60,2022,ms,lam.20-100-frag12-45.wcnf,48.0
spb,60,2022,ms,indo.wcnf,inf
spb,60,2022,ms,lam.20-100-frag12-56.wcnf,48.0
spb,60,2022,ms,lam.20-100-frag12-79.wcnf,48.0
spb,60,2022,ms,lam.20-100-lambda100-53.wcnf,77.0
spb,60,2022,ms,lam.20-100-lambda100-59.wcnf,79.0
spb,60,2022,ms,lam.20-100-lambda100-89.wcnf,78.0
spb,60,2022,ms,lam.20-100-lambda100-95.wcnf,80.0
spb,60,2022,ms,lam.20-100-p100-55.wcnf,82.0
spb,60,2022,ms,lam.20-100-p100-72.wcnf,79.0
spb,60,2022,ms,lam.20-100-p100-86.wcnf,81.0
spb,60,2022,ms,lam.20-100-p100-97.wcnf,83.0
spb,60,2022,ms,liver-disorder.wcnf,324.0
spb,60,2022,ms,lym.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,25.0
spb,60,2022,ms,max.uaq-max-np-nr200-np700-rpp5-nc50-n8-t3-plb10-n5.wcnf,7.0
spb,60,2022,ms,max.uaq-max-nr-nr160-np400-rpp5-nc50-n8-t3-plb10-n7.wcnf,5.0
spb,60,2022,ms,max.uaq-max-nr-nr70-np400-rpp5-nc50-n8-t3-plb10-n7.wcnf,69.0
spb,60,2022,ms,mes.atcoss_mesat_04.wcnf,inf
spb,60,2022,ms,mes.atcoss_mesat_05.wcnf,inf
spb,60,2022,ms,mes.atcoss_mesat_10.wcnf,inf
spb,60,2022,ms,meltdown_min.wcnf,inf
spb,60,2022,ms,ms_100_20_20-0.wcnf,inf
spb,60,2022,ms,ms_100_40_10-0.wcnf,inf
spb,60,2022,ms,ms_150_10_40-0.wcnf,inf
spb,60,2022,ms,ms_200_10_40-0.wcnf,inf
spb,60,2022,ms,ms_200_20_12-1.wcnf,inf
spb,60,2022,ms,ms_200_20_20-8.wcnf,inf
spb,60,2022,ms,ms_200_22_20-0.wcnf,inf
spb,60,2022,ms,mul_8_11.wcnf,64.0
spb,60,2022,ms,mul_8_13.wcnf,60.0
spb,60,2022,ms,ms_200_6_20-0.wcnf,inf
spb,60,2022,ms,ms_250_20_20-0.wcnf,inf
spb,60,2022,ms,ms_200_22_20-3.wcnf,inf
spb,60,2022,ms,mul_8_14.wcnf,56.0
spb,60,2022,ms,mul_8_9.wcnf,42.0
spb,60,2022,ms,mus.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,inf
spb,60,2022,ms,navigation_5x5_10.wcnf,inf
spb,60,2022,ms,navigation_5x5_8.wcnf,inf
spb,60,2022,ms,normalized-test4.pi.opb.msat.wcnf,94.0
spb,60,2022,ms,navigation_5x5_9.wcnf,inf
spb,60,2022,ms,pesp_18Min.wcnf,350.0
spb,60,2022,ms,pesp_5min.wcnf,76.0
spb,60,2022,ms,pri.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,54.0
spb,60,2022,ms,ram_k3_n19.ra0.wcnf,75.0
spb,60,2022,ms,ram_k4_n18.ra0.wcnf,9.0
spb,60,2022,ms,ran-scp.scp43_maxsat.wcnf,38.0
spb,60,2022,ms,ran-scp.scp47_maxsat.wcnf,38.0
spb,60,2022,ms,ran-scp.scp48_maxsat.wcnf,37.0
spb,60,2022,ms,ran-scp.scp510_maxsat.wcnf,35.0
spb,60,2022,ms,ran-scp.scp58_maxsat.wcnf,34.0
spb,60,2022,ms,ran-scp.scp61_maxsat.wcnf,21.0
spb,60,2022,ms,ran-scp.scp59_maxsat.wcnf,36.0
spb,60,2022,ms,ran-scp.scp65_maxsat.wcnf,21.0
spb,60,2022,ms,ran-scp.scpnre1_maxsat.wcnf,19.0
spb,60,2022,ms,ran-scp.scpnrf4_maxsat.wcnf,13.0
spb,60,2022,ms,ran-scp.scpnrf5_maxsat.wcnf,12.0
spb,60,2022,ms,ran-scp.scpnrg1_maxsat.wcnf,73.0
spb,60,2022,ms,ran-scp.scpnrh1_maxsat.wcnf,41.0
spb,60,2022,ms,ran-scp.scpnrh5_maxsat.wcnf,41.0
spb,60,2022,ms,ran.max_cut_60_600_4.asc.wcnf,213.0
spb,60,2022,ms,ran.max_cut_60_600_9.asc.wcnf,218.0
spb,60,2022,ms,rev66-14.wcnf,inf
spb,60,2022,ms,rev66-16.wcnf,inf
spb,60,2022,ms,rev66-20.wcnf,inf
spb,60,2022,ms,rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered.wcnf,45.0
spb,60,2022,ms,rsdecoder-problem.dimacs_41.filtered.wcnf,2.0
spb,60,2022,ms,soy.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,44.0
spb,60,2022,ms,sbox_8.wcnf,inf
spb,60,2022,ms,spectre_min.wcnf,inf
spb,60,2022,ms,spl.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,inf
spb,60,2022,ms,str.p_hat1000-1.clq.wcnf,990.0
spb,60,2022,ms,str.p_hat700-3.clq.wcnf,638.0
spb,60,2022,ms,sug.atcoss_sugar_04.wcnf,inf
spb,60,2022,ms,sug.atcoss_sugar_05.wcnf,inf
spb,60,2022,ms,sug.atcoss_sugar_10.wcnf,inf
spb,60,2022,ms,sug.atcoss_sugar_15.wcnf,inf
spb,60,2022,ms,sug.atcoss_sugar_18.wcnf,inf
spb,60,2022,ms,sysadmin_4_4.wcnf,inf
spb,60,2022,ms,sysadmin_5_3.wcnf,inf
spb,60,2022,ms,sysadmin_5_4.wcnf,inf
spb,60,2022,ms,tic.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,218.0
spb,60,2022,ms,uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr14-plb100.wcnf,68.0
spb,60,2022,ms,uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr10-plb100.wcnf,67.0
spb,60,2022,ms,uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr7-plb100.wcnf,67.0
spb,60,2022,ms,unw.MultiDay_2.wcnf,116623.0
spb,60,2022,ms,unw.MultiDay_3.wcnf,153285.0
spb,60,2022,ms,unw.SingleDay_15.wcnf,25465.0
spb,60,2022,ms,unw.MultiDay_4.wcnf,185905.0
spb,60,2022,ms,unw.SingleDay_3.wcnf,9449.0
spb,60,2022,ms,unw.SingleDay_37.wcnf,82157.0
spb,60,2022,ms,unw.Subnetwork_7.wcnf,6393.0
spb,60,2022,ms,unw.Subnetwork_9.wcnf,7903.0
spb,60,2022,ms,wcn.heart_train_6_DNF_3_1.wcnf,42.0
spb,60,2022,ms,wcn.ionosphere_train_8_CNF_4_1.wcnf,20.0
spb,60,2022,ms,wb_4m8s-problem.dimacs_47.filtered.wcnf,36.0
spb,60,2022,ms,wcn.ionosphere_train_8_DNF_5_1.wcnf,24.0
spb,60,2022,ms,wcn.tictactoe_train_7_DNF_4_1.wcnf,146.0
spb,60,2022,ms,wcn.toms_test_4_CNF_3_1.wcnf,52.0
spb,60,2022,ms,we.wcnf,inf
spb,60,2022,ms,wei.MultiDay_1_weighted.wcnf,74004.0
spb,60,2022,wms,BrazilInstance2.xml.wcnf,129.0
spb,60,2022,wms,BrazilInstance1.xml.wcnf,82.0
spb,60,2022,wms,BrazilInstance4.xml.wcnf,inf
spb,60,2022,wms,BrazilInstance5.xml.wcnf,343.0
spb,60,2022,wms,BrazilInstance6.xml.wcnf,477.0
spb,60,2022,wms,BrazilInstance7.xml.wcnf,762.0
spb,60,2022,wms,FinlandSecondarySchool.xml.wcnf,inf
spb,60,2022,wms,ItalyInstance4.xml.wcnf,833.0
spb,60,2022,wms,MinWidthCB_mitdbsample_200_64_1k_10s_2t_12.wcnf,59515.0
spb,60,2022,wms,MinWidthCB_mitdbsample_200_64_1k_10s_3t_12.wcnf,55345.0
spb,60,2022,wms,MinWidthCB_mitdbsample_300_26_1k_3s_2t_5.wcnf,30690.0
spb,60,2022,wms,MinWidthCB_mitdbsample_300_26_1k_6s_1t_8.wcnf,31870.0
spb,60,2022,wms,MinWidthCB_mitdbsample_300_64_1k_3s_1t_5.wcnf,79595.0
spb,60,2022,wms,MinWidthCB_mitdbsample_300_64_1k_6s_1t_8.wcnf,76270.0
spb,60,2022,wms,MinWidthCB_power_1000_24_1k_20s_2t_22.wcnf,82847.0
spb,60,2022,wms,MinWidthCB_power_600_24_1k_6s_1t_8.wcnf,85907.0
spb,60,2022,wms,Rounded_BTWBNSL_Flag.BIC_TWBound_4.wcnf,278731838.0
spb,60,2022,wms,Rounded_BTWBNSL_Housing_TWBound_2.wcnf,333727235.0
spb,60,2022,wms,Rounded_BTWBNSL_Voting_TWBound_4.wcnf,467478346.0
spb,60,2022,wms,Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_4.wcnf,1332344978.0
spb,60,2022,wms,Rounded_BTWBNSL_adult15N_TWBound_2.wcnf,35360629212.0
spb,60,2022,wms,Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_4.wcnf,50580660514.0
spb,60,2022,wms,Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_2.wcnf,1433880909.0
spb,60,2022,wms,Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf,1430021678.0
spb,60,2022,wms,Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_4.wcnf,1436333622.0
spb,60,2022,wms,Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_2.wcnf,173965474.0
spb,60,2022,wms,Rounded_CorrelationClustering_Ecoli_BINARY_N240_D0.200.wcnf,18046337.0
spb,60,2022,wms,Rounded_CorrelationClustering_Ionosphere_BINARY_N200_D0.200.wcnf,4722465.0
spb,60,2022,wms,Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200.wcnf,7492077.0
spb,60,2022,wms,Rounded_CorrelationClustering_Protein2_BINARY_N380.wcnf,37917037.0
spb,60,2022,wms,Rounded_CorrelationClustering_Protein2_BINARY_N400.wcnf,41543775.0
spb,60,2022,wms,Rounded_CorrelationClustering_Protein4_UNARY_N230.wcnf,6651263.0
spb,60,2022,wms,SwitchingActivityMaximization_OpenRISC1200_100.wcnf,inf
spb,60,2022,wms,Rounded_CorrelationClustering_Protein4_UNARY_N250.wcnf,8777625.0
spb,60,2022,wms,SwitchingActivityMaximization_OpenRISC1200_150.wcnf,inf
spb,60,2022,wms,SwitchingActivityMaximization_OpenRISC1200_200.wcnf,inf
spb,60,2022,wms,SwitchingActivityMaximization_OpenRISC1200_66.wcnf,inf
spb,60,2022,wms,SwitchingActivityMaximization_OpenRISC1200_70.wcnf,inf
spb,60,2022,wms,SwitchingActivityMaximization_OpenRISC1200_74.wcnf,inf
spb,60,2022,wms,SwitchingActivityMaximization_OpenRISC1200_80.wcnf,inf
spb,60,2022,wms,af-synthesis_stb_50_100_3.wcnf,105.0
spb,60,2022,wms,SwitchingActivityMaximization_OpenRISC1200_90.wcnf,inf
spb,60,2022,wms,af-synthesis_stb_50_120_3.wcnf,103.0
spb,60,2022,wms,af-synthesis_stb_50_140_1.wcnf,128.0
spb,60,2022,wms,af-synthesis_stb_50_140_8.wcnf,114.0
spb,60,2022,wms,af-synthesis_stb_50_160_5.wcnf,116.0
spb,60,2022,wms,af-synthesis_stb_50_180_1.wcnf,136.0
spb,60,2022,wms,af-synthesis_stb_50_200_4.wcnf,107.0
spb,60,2022,wms,af-synthesis_stb_50_200_5.wcnf,107.0
spb,60,2022,wms,af-synthesis_stb_50_200_6.wcnf,112.0
spb,60,2022,wms,af-synthesis_stb_50_40_8.wcnf,117.0
spb,60,2022,wms,af-synthesis_stb_50_20_8.wcnf,123.0
spb,60,2022,wms,af-synthesis_stb_50_60_3.wcnf,121.0
